Removed Pin From Net: NetName=GND Pin=C5-1
Removed Pin From Net: NetName=5V Pin=C5-2
Removed Pin From Net: NetName=GND Pin=C6-1
Removed Pin From Net: NetName=5V Pin=C6-2
Removed Pin From Net: NetName=GND Pin=C9-1
Removed Pin From Net: NetName=5V Pin=C9-2
Removed Pin From Net: NetName=I2C2_SCL Pin=CAM7-13
Removed Pin From Net: NetName=I2C2_SDA Pin=CAM7-14
Removed Pin From Net: NetName=LineIn_Detect Pin=J3-23
Removed Pin From Net: NetName=CDC_MIC3_P Pin=J5-7
Removed Pin From Net: NetName=Servo_PWM Pin=SERVO4-1
Removed Pin From Net: NetName=GND Pin=U1-1
Removed Pin From Net: NetName=GND Pin=U1-2
Removed Pin From Net: NetName=GND Pin=U1-3
Removed Pin From Net: NetName=5V Pin=U1-4
Removed Pin From Net: NetName=GND Pin=U1-5
Removed Pin From Net: NetName=LED_CNTRL Pin=U1-23
Removed Pin From Net: NetName=GND Pin=U1-24
Removed Pin From Net: NetName=GND Pin=U2-1
Removed Pin From Net: NetName=GND Pin=U2-2
Removed Pin From Net: NetName=GND Pin=U2-3
Removed Pin From Net: NetName=GND Pin=U2-4
Removed Pin From Net: NetName=5V Pin=U2-5
Removed Pin From Net: NetName=LED_CNTRL Pin=U2-23
Removed Pin From Net: NetName=GND Pin=U2-24
Removed Pin From Net: NetName=GND Pin=U3-1
Removed Pin From Net: NetName=GND Pin=U3-2
Removed Pin From Net: NetName=5V Pin=U3-3
Removed Pin From Net: NetName=GND Pin=U3-4
Removed Pin From Net: NetName=GND Pin=U3-5
Removed Pin From Net: NetName=LED_CNTRL Pin=U3-23
Removed Pin From Net: NetName=GND Pin=U3-24
Removed Pin From Net: NetName=DB_I2C2_SCL Pin=U8-4
Removed Pin From Net: NetName=DB_I2C2_SDA Pin=U8-5
Removed Pin From Net: NetName=GND Pin=U10-1
Removed Pin From Net: NetName=GND Pin=U10-2
Removed Pin From Net: NetName=GND Pin=U10-3
Removed Pin From Net: NetName=GND Pin=U10-4
Removed Pin From Net: NetName=GND Pin=U10-5
Removed Pin From Net: NetName=PWM_CNTRL Pin=U10-23
Removed Pin From Net: NetName=GND Pin=U10-24
Removed Pin From Net: NetName=SPI0_CSn Pin=U12-5
Removed Pin From Net: NetName=SPI0_MISO Pin=U12-6
Removed Pin From Net: NetName=SPI0_CLK Pin=U12-7
Removed Member From Class: ClassName=02 LEDs Member=C7
Removed Member From Class: ClassName=02 LEDs Member=C8
Removed Member From Class: ClassName=02 LEDs Member=C9
Change Component Designator: OldDesignator=C3 NewDesignator=C4
Change Component Designator: OldDesignator=C4 NewDesignator=C3
Change Component Designator: OldDesignator=C7 NewDesignator=C5
Change Component Designator: OldDesignator=C8 NewDesignator=C6
Change Component Designator: OldDesignator=C10 NewDesignator=C7
Change Component Designator: OldDesignator=C11 NewDesignator=C8
Change Component Designator: OldDesignator=C12 NewDesignator=C9
Change Component Designator: OldDesignator=C14 NewDesignator=C10
Change Component Designator: OldDesignator=C15 NewDesignator=C11
Change Component Designator: OldDesignator=C16 NewDesignator=C12
Change Component Designator: OldDesignator=C17 NewDesignator=C13
Change Component Designator: OldDesignator=C18 NewDesignator=C14
Change Component Designator: OldDesignator=C19 NewDesignator=C15
Change Component Designator: OldDesignator=C20 NewDesignator=C16
Change Component Designator: OldDesignator=C21 NewDesignator=C17
Change Component Designator: OldDesignator=C22 NewDesignator=C18
Change Component Designator: OldDesignator=C23 NewDesignator=C19
Change Component Designator: OldDesignator=C24 NewDesignator=C20
Change Component Designator: OldDesignator=C25 NewDesignator=C21
Change Component Designator: OldDesignator=C26 NewDesignator=C22
Change Component Designator: OldDesignator=C27 NewDesignator=C23
Change Component Designator: OldDesignator=C28 NewDesignator=C24
Change Component Designator: OldDesignator=C29 NewDesignator=C25
Change Component Designator: OldDesignator=C30 NewDesignator=C26
Change Component Designator: OldDesignator=C31 NewDesignator=C27
Change Component Designator: OldDesignator=C32 NewDesignator=C28
Change Component Designator: OldDesignator=C33 NewDesignator=C29
Change Component Designator: OldDesignator=C34 NewDesignator=C30
Change Component Designator: OldDesignator=C35 NewDesignator=C31
Change Component Designator: OldDesignator=C36 NewDesignator=C32
Change Component Designator: OldDesignator=C37 NewDesignator=C33
Change Component Designator: OldDesignator=C38 NewDesignator=C36
Change Component Designator: OldDesignator=C39 NewDesignator=C37
Change Component Designator: OldDesignator=C40 NewDesignator=C38
Change Component Designator: OldDesignator=C41 NewDesignator=C39
Change Component Designator: OldDesignator=C42 NewDesignator=C40
Change Component Designator: OldDesignator=C43 NewDesignator=C41
Change Component Designator: OldDesignator=C44 NewDesignator=C42
Change Component Designator: OldDesignator=R2 NewDesignator=R22
Change Component Designator: OldDesignator=R3 NewDesignator=R23
Change Component Designator: OldDesignator=R4 NewDesignator=R24
Change Component Designator: OldDesignator=R5 NewDesignator=R25
Change Component Designator: OldDesignator=R6 NewDesignator=R26
Change Component Designator: OldDesignator=R7 NewDesignator=R27
Change Component Designator: OldDesignator=R8 NewDesignator=R28
Change Component Designator: OldDesignator=R9 NewDesignator=R29
Change Component Designator: OldDesignator=R10 NewDesignator=R30
Change Component Designator: OldDesignator=R11 NewDesignator=R31
Change Component Designator: OldDesignator=R12 NewDesignator=R32
Change Component Designator: OldDesignator=R13 NewDesignator=R33
Change Component Designator: OldDesignator=R14 NewDesignator=R34
Change Component Designator: OldDesignator=R15 NewDesignator=R35
Change Component Designator: OldDesignator=R16 NewDesignator=R36
Change Component Designator: OldDesignator=R17 NewDesignator=R37
Change Component Designator: OldDesignator=R18 NewDesignator=R38
Change Component Designator: OldDesignator=R19 NewDesignator=R39
Change Component Designator: OldDesignator=R20 NewDesignator=R40
Change Component Designator: OldDesignator=R21 NewDesignator=R41
Change Component Designator: OldDesignator=R22 NewDesignator=R42
Change Component Designator: OldDesignator=R23 NewDesignator=R43
Change Component Designator: OldDesignator=R24 NewDesignator=R58
Change Component Designator: OldDesignator=R25 NewDesignator=R63
Change Component Designator: OldDesignator=R26 NewDesignator=R64
Change Component Designator: OldDesignator=R27 NewDesignator=R69
Change Component Designator: OldDesignator=R28 NewDesignator=R71
Change Component Designator: OldDesignator=R29 NewDesignator=R72
Change Component Designator: OldDesignator=R30 NewDesignator=R73
Change Component Designator: OldDesignator=R31 NewDesignator=R74
Change Component Designator: OldDesignator=R32 NewDesignator=R75
Change Component Designator: OldDesignator=R33 NewDesignator=R76
Change Component Designator: OldDesignator=R34 NewDesignator=R77
Change Component Designator: OldDesignator=R35 NewDesignator=R78
Change Component Designator: OldDesignator=R36 NewDesignator=R79
Change Component Designator: OldDesignator=R37 NewDesignator=R82
Change Component Designator: OldDesignator=R38 NewDesignator=R83
Change Component Designator: OldDesignator=R39 NewDesignator=R84
Change Component Designator: OldDesignator=R40 NewDesignator=R85
Change Component Designator: OldDesignator=R41 NewDesignator=R86
Change Component Designator: OldDesignator=R42 NewDesignator=R87
Change Component Designator: OldDesignator=R43 NewDesignator=R88
Change Component Designator: OldDesignator=R44 NewDesignator=R89
Change Component Designator: OldDesignator=R45 NewDesignator=R90
Change Component Designator: OldDesignator=R46 NewDesignator=R91
Change Component Designator: OldDesignator=R47 NewDesignator=R92
Change Component Designator: OldDesignator=R48 NewDesignator=R93
Change Component Designator: OldDesignator=R49 NewDesignator=R94
Change Component Designator: OldDesignator=R50 NewDesignator=R95
Change Component Designator: OldDesignator=R51 NewDesignator=R96
Change Component Designator: OldDesignator=R52 NewDesignator=R97
Change Component Designator: OldDesignator=R53 NewDesignator=R98
Change Component Designator: OldDesignator=R54 NewDesignator=R99
Change Component Designator: OldDesignator=R55 NewDesignator=R100
Change Component Designator: OldDesignator=R56 NewDesignator=R101
Change Component Designator: OldDesignator=R57 NewDesignator=R102
Change Component Designator: OldDesignator=R58 NewDesignator=R103
Change Component Designator: OldDesignator=R59 NewDesignator=R104
Change Component Designator: OldDesignator=R60 NewDesignator=R105
Change Component Designator: OldDesignator=R61 NewDesignator=R106
Change Component Designator: OldDesignator=R62 NewDesignator=R107
Change Component Designator: OldDesignator=R63 NewDesignator=R108
Change Component Designator: OldDesignator=R64 NewDesignator=R109
Change Component Designator: OldDesignator=R65 NewDesignator=R110
Change Component Designator: OldDesignator=R66 NewDesignator=R111
Change Component Designator: OldDesignator=TP67 NewDesignator=TP69
Change Component Designator: OldDesignator=TP68 NewDesignator=TP70
Change Component Designator: OldDesignator=TP69 NewDesignator=TP71
Change Component Designator: OldDesignator=TP70 NewDesignator=TP72
Change Component Designator: OldDesignator=TP71 NewDesignator=TP73
Change Component Designator: OldDesignator=TP72 NewDesignator=TP74
Change Component Designator: OldDesignator=TP73 NewDesignator=TP78
Change Component Designator: OldDesignator=TP74 NewDesignator=TP75
Change Component Designator: OldDesignator=TP75 NewDesignator=TP76
Change Component Designator: OldDesignator=TP76 NewDesignator=TP79
Change Component Designator: OldDesignator=TP77 NewDesignator=TP80
Change Component Designator: OldDesignator=TP78 NewDesignator=TP81
Change Component Designator: OldDesignator=TP79 NewDesignator=TP82
Change Component Designator: OldDesignator=TP80 NewDesignator=TP83
Change Component Designator: OldDesignator=TP81 NewDesignator=TP84
Change Component Designator: OldDesignator=TP82 NewDesignator=TP85
Change Component Designator: OldDesignator=TP83 NewDesignator=TP86
Change Component Designator: OldDesignator=TP84 NewDesignator=TP87
Change Component Designator: OldDesignator=TP85 NewDesignator=TP88
Change Component Designator: OldDesignator=TP86 NewDesignator=TP89
Change Component Designator: OldDesignator=TP87 NewDesignator=TP90
Change Component Designator: OldDesignator=TP88 NewDesignator=TP91
Change Component Designator: OldDesignator=TP89 NewDesignator=TP92
