Removed Pin From Net: NetName=LineIn_Detect Pin=R75-1
Removed Pin From Net: NetName=LS_EXP_1P8 Pin=R75-2
Removed Pin From Net: NetName=3V3 Pin=TP2-1
Removed Pin From Net: NetName=5V Pin=TP3-1
Removed Pin From Net: NetName=12V_BATTIN Pin=TP4-1
Removed Pin From Net: NetName=3V3 Pin=TP5-1
Removed Pin From Net: NetName=12V_POWER_GOOD Pin=TP6-1
Removed Pin From Net: NetName=5V_POWER_GOOD Pin=TP7-1
Removed Pin From Net: NetName=5V Pin=TP8-1
Removed Pin From Net: NetName=3V3_POWER_GOOD Pin=TP9-1
Removed Pin From Net: NetName=1V8_POWER_GOOD Pin=TP10-1
Removed Pin From Net: NetName=GND Pin=TP12-1
Removed Pin From Net: NetName=GND Pin=TP13-1
Removed Pin From Net: NetName=12V_BATTIN Pin=TP14-1
Removed Pin From Net: NetName=DB_I2C0_SCL Pin=TP21-1
Removed Pin From Net: NetName=DB_I2C0_SDA Pin=TP24-1
Removed Pin From Net: NetName=DB_I2C2_SCL Pin=TP28-1
Removed Pin From Net: NetName=DB_I2C2_SDA Pin=TP30-1
Removed Pin From Net: NetName=DB_LED_EN Pin=TP32-1
Removed Pin From Net: NetName=DB_CAM_ENABLE Pin=TP34-1
Removed Pin From Net: NetName=DB_I2C1_SCL Pin=TP52-1
Removed Pin From Net: NetName=DB_I2C1_SDA Pin=TP54-1
Removed Pin From Net: NetName=DB_PWM_CNTRL Pin=TP56-1
Removed Pin From Net: NetName=DB_LED_CONTROL Pin=TP58-1
Removed Pin From Net: NetName=DB_SPI0_CLK Pin=TP60-1
Removed Pin From Net: NetName=DB_SPI0_MISO Pin=TP62-1
Removed Pin From Net: NetName=DB_SPI0_CSn Pin=TP64-1
Removed Pin From Net: NetName=heaphones_break Pin=TP79-1
Removed Member From Class: ClassName=07 Audio Member=R75
Removed Member From Class: ClassName=03 POWER Member=TP10
Removed Member From Class: ClassName=03 POWER Member=TP11
Removed Member From Class: ClassName=03 POWER Member=TP12
Removed Member From Class: ClassName=03 POWER Member=TP13
Removed Member From Class: ClassName=03 POWER Member=TP14
Removed Member From Class: ClassName=03 POWER Member=TP15
Removed Member From Class: ClassName=04 DragonBoard_INTF Member=TP51
Removed Member From Class: ClassName=04 DragonBoard_INTF Member=TP52
Removed Member From Class: ClassName=04 DragonBoard_INTF Member=TP53
Removed Member From Class: ClassName=04 DragonBoard_INTF Member=TP54
Removed Member From Class: ClassName=04 DragonBoard_INTF Member=TP56
Removed Member From Class: ClassName=04 DragonBoard_INTF Member=TP57
Removed Member From Class: ClassName=04 DragonBoard_INTF Member=TP58
Removed Member From Class: ClassName=04 DragonBoard_INTF Member=TP59
Removed Member From Class: ClassName=04 DragonBoard_INTF Member=TP60
Removed Member From Class: ClassName=04 DragonBoard_INTF Member=TP61
Removed Member From Class: ClassName=04 DragonBoard_INTF Member=TP62
Removed Member From Class: ClassName=04 DragonBoard_INTF Member=TP64
Removed Member From Class: ClassName=04 DragonBoard_INTF Member=TP65
Removed Member From Class: ClassName=04 DragonBoard_INTF Member=TP67
Removed Member From Class: ClassName=04 DragonBoard_INTF Member=TP68
Removed Member From Class: ClassName=04 DragonBoard_INTF Member=TP69
Removed Member From Class: ClassName=04 DragonBoard_INTF Member=TP71
Removed Member From Class: ClassName=07 Audio Member=TP79
Removed Member From Class: ClassName=07 Audio Member=TP89
Change Component Designator: OldDesignator=R22 NewDesignator=R26
Change Component Designator: OldDesignator=R23 NewDesignator=R27
Change Component Designator: OldDesignator=R24 NewDesignator=R28
Change Component Designator: OldDesignator=R25 NewDesignator=R29
Change Component Designator: OldDesignator=R26 NewDesignator=R30
Change Component Designator: OldDesignator=R27 NewDesignator=R31
Change Component Designator: OldDesignator=R28 NewDesignator=R32
Change Component Designator: OldDesignator=R29 NewDesignator=R33
Change Component Designator: OldDesignator=R30 NewDesignator=R34
Change Component Designator: OldDesignator=R31 NewDesignator=R35
Change Component Designator: OldDesignator=R32 NewDesignator=R36
Change Component Designator: OldDesignator=R33 NewDesignator=R38
Change Component Designator: OldDesignator=R34 NewDesignator=R39
Change Component Designator: OldDesignator=R35 NewDesignator=R40
Change Component Designator: OldDesignator=R36 NewDesignator=R41
Change Component Designator: OldDesignator=R37 NewDesignator=R42
Change Component Designator: OldDesignator=R38 NewDesignator=R43
Change Component Designator: OldDesignator=R39 NewDesignator=R44
Change Component Designator: OldDesignator=R40 NewDesignator=R45
Change Component Designator: OldDesignator=R41 NewDesignator=R46
Change Component Designator: OldDesignator=R42 NewDesignator=R47
Change Component Designator: OldDesignator=R43 NewDesignator=R48
Change Component Designator: OldDesignator=R44 NewDesignator=R50
Change Component Designator: OldDesignator=R45 NewDesignator=R51
Change Component Designator: OldDesignator=R46 NewDesignator=R52
Change Component Designator: OldDesignator=R47 NewDesignator=R53
Change Component Designator: OldDesignator=R48 NewDesignator=R54
Change Component Designator: OldDesignator=R49 NewDesignator=R55
Change Component Designator: OldDesignator=R50 NewDesignator=R56
Change Component Designator: OldDesignator=R51 NewDesignator=R57
Change Component Designator: OldDesignator=R52 NewDesignator=R58
Change Component Designator: OldDesignator=R53 NewDesignator=R59
Change Component Designator: OldDesignator=R54 NewDesignator=R60
Change Component Designator: OldDesignator=R55 NewDesignator=R61
Change Component Designator: OldDesignator=R56 NewDesignator=R62
Change Component Designator: OldDesignator=R57 NewDesignator=R63
Change Component Designator: OldDesignator=R58 NewDesignator=R64
Change Component Designator: OldDesignator=R59 NewDesignator=R65
Change Component Designator: OldDesignator=R60 NewDesignator=R68
Change Component Designator: OldDesignator=R61 NewDesignator=R69
Change Component Designator: OldDesignator=R62 NewDesignator=R70
Change Component Designator: OldDesignator=R63 NewDesignator=R71
Change Component Designator: OldDesignator=R64 NewDesignator=R72
Change Component Designator: OldDesignator=R65 NewDesignator=R73
Change Component Designator: OldDesignator=R66 NewDesignator=R74
Change Component Designator: OldDesignator=R67 NewDesignator=R75
Change Component Designator: OldDesignator=R68 NewDesignator=R76
Change Component Designator: OldDesignator=R69 NewDesignator=R77
Change Component Designator: OldDesignator=R70 NewDesignator=R78
Change Component Designator: OldDesignator=R71 NewDesignator=R79
Change Component Designator: OldDesignator=R72 NewDesignator=R80
Change Component Designator: OldDesignator=R73 NewDesignator=R81
Change Component Designator: OldDesignator=R74 NewDesignator=R82
Change Component Designator: OldDesignator=R76 NewDesignator=R84
Change Component Designator: OldDesignator=R77 NewDesignator=R85
Change Component Designator: OldDesignator=R78 NewDesignator=R86
Change Component Designator: OldDesignator=R79 NewDesignator=R87
Change Component Designator: OldDesignator=R80 NewDesignator=R88
Change Component Designator: OldDesignator=R81 NewDesignator=R89
Change Component Designator: OldDesignator=R82 NewDesignator=R90
Change Component Designator: OldDesignator=R83 NewDesignator=R91
Change Component Designator: OldDesignator=R84 NewDesignator=R92
Change Component Designator: OldDesignator=R85 NewDesignator=R93
